Time, Pressure, T_Int F, T_Ext F, Altitude f, Vin, AD0, AD1, AD2
7444, 284.42, 12.96, -32.0, 31231, 7.568, 1.795, 1.801, 1.801
7445, 284.65, 12.96, -32.0, 31214, 7.568, 1.840, 1.885, 1.878
7446, 285.02, 12.94, -31.9, 31186, 7.568, 1.801, 1.833, 1.807
7447, 285.40, 12.92, -31.9, 31156, 7.568, 1.814, 1.872, 1.878
7448, 285.81, 12.92, -31.9, 31125, 7.568, 1.836, 1.846, 1.840
7449, 286.23, 12.91, -31.9, 31093, 7.555, 1.859, 1.885, 1.891
7450, 286.61, 12.91, -31.5, 31064, 7.555, 1.814, 1.833, 1.827
7451, 286.96, 12.91, -31.1, 31037, 7.568, 1.840, 1.872, 1.853
7452, 287.35, 12.89, -31.1, 31007, 7.568, 1.846, 1.843, 1.833
7453, 287.75, 12.89, -31.0, 30977, 7.568, 1.814, 1.904, 1.865
7454, 287.91, 12.89, -30.6, 30965, 7.555, 1.853, 1.865, 1.830
7455, 288.34, 12.87, -30.4, 30933, 7.555, 1.788, 1.827, 1.804
7456, 288.67, 12.85, -30.4, 30908, 7.568, 1.836, 1.865, 1.840
7457, 289.20, 12.83, -30.6, 30868, 7.568, 1.795, 1.801, 1.788
7458, 289.55, 12.83, -30.6, 30842, 7.555, 1.833, 1.872, 1.843
7459, 289.89, 12.82, -30.4, 30817, 7.568, 1.782, 1.833, 1.827
7460, 290.27, 12.82, -30.2, 30788, 7.568, 1.872, 1.885, 1.878
7461, 290.68, 12.80, -30.2, 30757, 7.568, 1.775, 1.833, 1.795
7462, 291.14, 12.82, -30.1, 30723, 7.568, 1.827, 1.878, 1.853
7463, 291.37, 12.80, -30.1, 30705, 7.568, 1.801, 1.769, 1.769
7464, 291.75, 12.80, -30.1, 30677, 7.568, 1.788, 1.820, 1.807
7465, 292.16, 12.76, -30.1, 30646, 7.555, 1.788, 1.840, 1.801
7466, 292.59, 12.76, -29.9, 30614, 7.568, 1.840, 1.885, 1.859
7467, 292.91, 12.76, -29.7, 30590, 7.568, 1.807, 1.775, 1.769
7468, 293.42, 12.74, -29.5, 30552, 7.568, 1.846, 1.859, 1.833
7469, 293.73, 12.74, -29.5, 30528, 7.555, 1.782, 1.811, 1.801
7470, 294.12, 12.73, -29.5, 30499, 7.568, 1.853, 1.869, 1.840
7471, 294.56, 12.73, -29.5, 30467, 7.555, 1.785, 1.833, 1.801
7472, 294.74, 12.73, -29.3, 30453, 7.568, 1.840, 1.891, 1.865
7473, 295.21, 12.73, -29.2, 30419, 7.568, 1.801, 1.807, 1.788
7474, 295.55, 12.71, -29.2, 30394, 7.555, 1.865, 1.882, 1.891
7475, 296.01, 12.69, -29.2, 30360, 7.568, 1.795, 1.833, 1.801
7476, 296.42, 12.67, -29.2, 30330, 7.568, 1.827, 1.878, 1.853
7477, 296.86, 12.67, -29.0, 30297, 7.568, 1.795, 1.785, 1.782
7478, 297.25, 12.67, -28.8, 30269, 7.568, 1.843, 1.865, 1.843
7479, 297.68, 12.65, -28.8, 30237, 7.568, 1.782, 1.827, 1.820
7480, 298.10, 12.65, -28.8, 30206, 7.568, 1.801, 1.814, 1.775
7481, 298.33, 12.64, -28.6, 30189, 7.568, 1.801, 1.840, 1.814
7482, 298.72, 12.62, -28.4, 30160, 7.555, 1.853, 1.865, 1.862
7483, 299.17, 12.62, -28.3, 30127, 7.568, 1.782, 1.814, 1.769
7484, 299.53, 12.62, -28.3, 30101, 7.568, 1.801, 1.814, 1.788
7485, 299.94, 12.62, -28.3, 30070, 7.568, 1.788, 1.840, 1.869
7486, 300.33, 12.60, -28.3, 30042, 7.568, 1.833, 1.853, 1.859
7487, 300.72, 12.60, -28.4, 30013, 7.555, 1.814, 1.891, 1.859
7488, 301.13, 12.58, -28.3, 29983, 7.568, 1.801, 1.778, 1.769
7489, 301.39, 12.56, -28.1, 29964, 7.568, 1.833, 1.872, 1.843
7490, 301.85, 12.56, -28.1, 29931, 7.568, 1.846, 1.878, 1.891
7491, 302.21, 12.56, -28.1, 29905, 7.555, 1.769, 1.865, 1.795
7492, 302.64, 12.55, -28.1, 29874, 7.568, 1.872, 1.801, 1.820
7493, 303.04, 12.55, -27.9, 29845, 7.568, 1.785, 1.795, 1.778
7494, 303.55, 12.55, -27.7, 29808, 7.538, 1.833, 1.865, 1.833
7495, 303.93, 12.53, -27.9, 29781, 7.568, 1.782, 1.824, 1.814
7496, 304.12, 12.53, -27.9, 29767, 7.568, 1.820, 1.878, 1.856
7497, 304.58, 12.51, -27.7, 29733, 7.538, 1.791, 1.853, 1.814
7498, 305.00, 12.51, -27.5, 29703, 7.538, 1.807, 1.778, 1.785
7499, 305.40, 12.51, -27.5, 29674, 7.538, 1.853, 1.862, 1.846
7500, 305.95, 12.49, -27.5, 29634, 7.568, 1.775, 1.827, 1.814
7501, 306.26, 12.49, -27.5, 29612, 7.568, 1.811, 1.807, 1.788
7502, 306.71, 12.47, -27.4, 29579, 7.555, 1.833, 1.865, 1.875
7503, 307.12, 12.47, -27.4, 29550, 7.538, 1.853, 1.820, 1.840
7504, 307.56, 12.47, -27.4, 29518, 7.555, 1.820, 1.882, 1.853
7505, 307.81, 12.46, -27.4, 29500, 7.538, 1.801, 1.769, 1.762
7506, 308.20, 12.44, -27.2, 29472, 7.568, 1.820, 1.872, 1.878
7507, 308.56, 12.44, -27.0, 29447, 7.538, 1.737, 1.853, 1.766
7508, 308.95, 12.44, -26.8, 29419, 7.538, 1.853, 1.801, 1.827
7509, 309.44, 12.44, -26.6, 29384, 7.538, 1.814, 1.898, 1.859
7510, 309.79, 12.42, -26.6, 29359, 7.568, 1.772, 1.775, 1.762
7511, 310.21, 12.42, -26.5, 29330, 7.538, 1.782, 1.820, 1.830
7512, 310.73, 12.40, -26.5, 29293, 7.538, 1.814, 1.817, 1.788
7513, 311.08, 12.40, -26.3, 29268, 7.538, 1.827, 1.872, 1.872
7514, 311.36, 12.38, -26.1, 29248, 7.538, 1.762, 1.853, 1.807
7515, 311.77, 12.37, -25.9, 29219, 7.538, 1.846, 1.853, 1.833
7516, 312.18, 12.38, -26.1, 29190, 7.538, 1.782, 1.814, 1.801
7517, 312.67, 12.38, -26.1, 29155, 7.538, 1.824, 1.820, 1.814
7518, 313.06, 12.37, -25.9, 29127, 7.568, 1.820, 1.869, 1.875
7519, 313.48, 12.37, -25.7, 29098, 7.538, 1.807, 1.846, 1.775
7520, 313.92, 12.35, -25.7, 29066, 7.538, 1.846, 1.820, 1.849
7521, 314.32, 12.35, -25.7, 29038, 7.538, 1.814, 1.878, 1.846
7522, 314.79, 12.35, -25.7, 29005, 7.538, 1.791, 1.782, 1.769
7523, 314.93, 12.31, -25.6, 28995, 7.538, 1.756, 1.814, 1.795
7524, 315.36, 12.33, -25.2, 28965, 7.538, 1.853, 1.878, 1.891
7525, 315.75, 12.31, -25.2, 28938, 7.538, 1.756, 1.865, 1.795
7526, 316.18, 12.31, -25.2, 28908, 7.538, 1.836, 1.814, 1.820
7527, 316.59, 12.31, -25.2, 28879, 7.538, 1.853, 1.814, 1.817
7528, 316.98, 12.31, -25.2, 28852, 7.538, 1.788, 1.894, 1.856
7529, 317.42, 12.31, -25.0, 28821, 7.538, 1.795, 1.782, 1.769
7530, 317.84, 12.29, -24.8, 28792, 7.538, 1.820, 1.853, 1.827
7531, 318.09, 12.28, -24.8, 28775, 7.538, 1.795, 1.865, 1.865
7532, 318.50, 12.29, -24.8, 28746, 7.525, 1.756, 1.856, 1.788
7533, 318.97, 12.28, -24.8, 28713, 7.538, 1.853, 1.788, 1.807
7534, 319.46, 12.28, -24.7, 28679, 7.538, 1.795, 1.891, 1.853
7535, 319.90, 12.26, -24.7, 28648, 7.538, 1.782, 1.775, 1.766
7536, 320.37, 12.24, -24.7, 28616, 7.538, 1.827, 1.853, 1.833
7537, 320.84, 12.24, -24.7, 28583, 7.538, 1.775, 1.820, 1.807
7538, 321.25, 12.24, -24.5, 28554, 7.525, 1.814, 1.814, 1.807
7539, 321.63, 12.22, -24.3, 28528, 7.538, 1.843, 1.840, 1.843
7540, 321.90, 12.22, -24.3, 28509, 7.538, 1.795, 1.904, 1.859
7541, 322.36, 12.22, -24.3, 28477, 7.525, 1.788, 1.788, 1.769
7542, 322.75, 12.20, -24.3, 28450, 7.538, 1.846, 1.865, 1.872
7543, 323.25, 12.20, -24.1, 28416, 7.538, 1.769, 1.820, 1.772
7544, 323.64, 12.19, -23.9, 28390, 7.538, 1.788, 1.798, 1.766
7545, 324.10, 12.19, -23.9, 28358, 7.525, 1.817, 1.865, 1.853
7546, 324.53, 12.19, -23.9, 28329, 7.525, 1.833, 1.853, 1.872
7547, 325.02, 12.19, -23.9, 28295, 7.538, 1.762, 1.859, 1.801
7548, 325.39, 12.17, -23.8, 28270, 7.538, 1.807, 1.807, 1.782
7549, 325.63, 12.17, -23.8, 28253, 7.538, 1.801, 1.878, 1.859
7550, 326.03, 12.17, -23.8, 28226, 7.538, 1.737, 1.865, 1.840
7551, 326.43, 12.15, -23.8, 28198, 7.538, 1.859, 1.801, 1.820
7552, 326.91, 12.15, -23.4, 28166, 7.538, 1.814, 1.872, 1.840
7553, 327.40, 12.13, -23.4, 28132, 7.538, 1.859, 1.795, 1.840
7554, 327.78, 12.13, -23.2, 28106, 7.538, 1.801, 1.891, 1.846
7555, 328.22, 12.13, -23.2, 28076, 7.538, 1.788, 1.769, 1.756
7556, 328.41, 12.13, -23.0, 28063, 7.538, 1.801, 1.872, 1.840
7557, 328.84, 12.11, -22.9, 28033, 7.525, 1.762, 1.833, 1.762
7558, 329.29, 12.11, -22.7, 28003, 7.538, 1.827, 1.807, 1.846
7559, 329.69, 12.11, -22.5, 27976, 7.538, 1.814, 1.872, 1.843
7560, 330.14, 12.11, -22.7, 27945, 7.525, 1.807, 1.878, 1.853
7561, 330.60, 12.11, -22.5, 27914, 7.525, 1.788, 1.769, 1.762
7562, 330.97, 12.10, -22.5, 27890, 7.525, 1.833, 1.853, 1.833
7563, 331.44, 12.10, -22.3, 27858, 7.525, 1.769, 1.814, 1.801
7564, 331.88, 12.08, -22.3, 27828, 7.538, 1.769, 1.872, 1.804
7565, 332.13, 12.08, -22.3, 27812, 7.525, 1.820, 1.885, 1.859
7566, 332.49, 12.08, -22.3, 27787, 7.525, 1.820, 1.888, 1.865
7567, 332.97, 12.08, -22.1, 27755, 7.538, 1.766, 1.769, 1.769
7568, 333.36, 12.06, -22.0, 27729, 7.538, 1.846, 1.865, 1.853
7569, 333.77, 12.06, -22.0, 27701, 7.538, 1.762, 1.814, 1.795
7570, 334.17, 12.06, -22.0, 27675, 7.538, 1.814, 1.820, 1.807
7571, 334.57, 12.06, -22.0, 27648, 7.538, 1.807, 1.820, 1.795
7572, 335.11, 12.06, -22.0, 27611, 7.538, 1.853, 1.807, 1.853
7573, 335.50, 12.06, -21.6, 27585, 7.525, 1.801, 1.898, 1.853
7574, 335.77, 12.04, -21.6, 27567, 7.538, 1.840, 1.849, 1.820
7575, 336.15, 12.02, -21.6, 27541, 7.538, 1.840, 1.853, 1.820
7576, 336.55, 12.02, -21.2, 27515, 7.525, 1.762, 1.814, 1.798
7577, 337.03, 12.02, -21.1, 27483, 7.525, 1.785, 1.807, 1.756
7578, 337.48, 12.02, -21.1, 27453, 7.538, 1.807, 1.807, 1.788
7579, 337.93, 12.01, -21.1, 27423, 7.538, 1.827, 1.856, 1.865
7580, 338.37, 12.01, -20.9, 27394, 7.525, 1.807, 1.840, 1.775
7581, 338.85, 11.99, -20.7, 27362, 7.525, 1.795, 1.778, 1.788
7582, 339.24, 11.99, -20.7, 27337, 7.538, 1.782, 1.782, 1.782
7583, 339.52, 11.99, -20.5, 27318, 7.538, 1.769, 1.833, 1.820
7584, 339.94, 11.99, -20.3, 27290, 7.525, 1.775, 1.833, 1.820
7585, 340.31, 11.99, -20.3, 27266, 7.525, 1.833, 1.817, 1.801
7586, 340.77, 11.97, -20.3, 27236, 7.525, 1.807, 1.814, 1.769
7587, 341.21, 11.97, -20.3, 27207, 7.538, 1.807, 1.853, 1.853
7588, 341.59, 11.97, -20.0, 27181, 7.525, 1.807, 1.846, 1.795
7589, 342.04, 11.95, -19.8, 27152, 7.538, 1.801, 1.782, 1.782
7590, 342.36, 11.97, -19.8, 27131, 7.525, 1.778, 1.782, 1.775
7591, 342.77, 11.95, -19.8, 27104, 7.525, 1.849, 1.875, 1.878
7592, 342.97, 11.95, -19.8, 27090, 7.538, 1.769, 1.814, 1.775
7593, 343.39, 11.95, -19.8, 27063, 7.538, 1.795, 1.807, 1.795
7594, 343.71, 11.95, -20.0, 27041, 7.525, 1.827, 1.849, 1.827
7595, 344.18, 11.95, -20.0, 27010, 7.538, 1.820, 1.846, 1.853
7596, 344.60, 11.95, -20.0, 26983, 7.538, 1.756, 1.846, 1.775
7597, 344.97, 11.93, -20.0, 26959, 7.525, 1.788, 1.769, 1.762
7598, 345.38, 11.93, -20.0, 26932, 7.525, 1.827, 1.859, 1.849
7599, 345.77, 11.93, -20.2, 26907, 7.525, 1.833, 1.853, 1.827
7600, 346.18, 11.93, -20.0, 26881, 7.538, 1.769, 1.814, 1.795
7601, 346.39, 11.92, -20.0, 26867, 7.512, 1.804, 1.801, 1.775
7602, 346.82, 11.92, -19.8, 26839, 7.538, 1.833, 1.853, 1.865
7603, 347.21, 11.92, -19.4, 26814, 7.538, 1.769, 1.840, 1.853
7604, 347.63, 11.90, -19.4, 26786, 7.525, 1.775, 1.846, 1.778
7605, 348.12, 11.90, -19.3, 26755, 7.525, 1.788, 1.769, 1.775
7606, 348.54, 11.90, -19.3, 26727, 7.525, 1.846, 1.865, 1.853
7607, 348.93, 11.90, -19.3, 26702, 7.538, 1.843, 1.859, 1.846
7608, 349.36, 11.88, -18.9, 26674, 7.538, 1.769, 1.814, 1.801
7609, 349.78, 11.88, -18.7, 26647, 7.538, 1.807, 1.820, 1.788
7610, 350.02, 11.88, -18.5, 26631, 7.512, 1.814, 1.872, 1.833
7611, 350.33, 11.88, -18.5, 26611, 7.538, 1.840, 1.853, 1.849
7612, 350.79, 11.88, -18.5, 26582, 7.538, 1.756, 1.849, 1.788
7613, 351.24, 11.88, -18.7, 26552, 7.538, 1.833, 1.814, 1.833
7614, 351.61, 11.86, -18.7, 26528, 7.538, 1.756, 1.782, 1.762
7615, 352.03, 11.86, -18.5, 26501, 7.538, 1.836, 1.865, 1.840
7616, 352.43, 11.88, -18.4, 26476, 7.538, 1.840, 1.853, 1.846
7617, 352.68, 11.86, -18.4, 26460, 7.538, 1.833, 1.859, 1.846
7618, 353.01, 11.86, -18.0, 26439, 7.525, 1.762, 1.801, 1.759
7619, 353.46, 11.86, -17.6, 26410, 7.512, 1.766, 1.820, 1.795
7620, 353.98, 11.86, -17.5, 26377, 7.525, 1.807, 1.798, 1.762
7621, 354.27, 11.86, -17.1, 26358, 7.525, 1.801, 1.801, 1.775
7622, 354.83, 11.83, -16.7, 26323, 7.538, 1.782, 1.853, 1.820
7623, 355.19, 11.84, -16.9, 26300, 7.538, 1.769, 1.859, 1.788
7624, 355.43, 11.84, -16.7, 26284, 7.525, 1.865, 1.814, 1.891
7625, 355.80, 11.84, -16.7, 26261, 7.512, 1.807, 1.898, 1.862
7626, 356.21, 11.84, -16.7, 26235, 7.512, 1.814, 1.888, 1.859
7627, 356.62, 11.83, -16.7, 26208, 7.538, 1.788, 1.788, 1.769
7628, 357.02, 11.83, -16.9, 26183, 7.538, 1.782, 1.788, 1.775
7629, 357.41, 11.83, -16.9, 26158, 7.512, 1.775, 1.788, 1.769
7630, 357.91, 11.81, -16.7, 26126, 7.512, 1.801, 1.814, 1.775
7631, 358.35, 11.83, -16.6, 26098, 7.525, 1.807, 1.853, 1.830
7632, 358.64, 11.81, -16.4, 26080, 7.525, 1.853, 1.853, 1.859
7633, 358.87, 11.81, -16.2, 26065, 7.512, 1.749, 1.827, 1.749
7634, 359.41, 11.81, -16.2, 26030, 7.512, 1.859, 1.788, 1.833
7635, 359.86, 11.81, -16.2, 26002, 7.512, 1.824, 1.788, 1.820
7636, 360.34, 11.81, -15.8, 25972, 7.512, 1.798, 1.885, 1.846
7637, 360.80, 11.81, -15.8, 25943, 7.512, 1.801, 1.885, 1.849
7638, 361.20, 11.79, -15.7, 25918, 7.525, 1.788, 1.762, 1.756
7639, 361.68, 11.77, -15.7, 25888, 7.512, 1.759, 1.814, 1.807
7640, 362.12, 11.79, -15.7, 25860, 7.538, 1.801, 1.795, 1.762
7641, 362.54, 11.79, -15.5, 25834, 7.538, 1.775, 1.788, 1.743
7642, 362.85, 11.79, -15.5, 25815, 7.512, 1.814, 1.865, 1.878
7643, 363.27, 11.77, -15.1, 25788, 7.512, 1.756, 1.853, 1.769
7644, 363.67, 11.77, -15.1, 25763, 7.512, 1.769, 1.859, 1.795
7645, 364.11, 11.77, -15.1, 25736, 7.512, 1.740, 1.853, 1.788
7646, 364.57, 11.77, -15.1, 25707, 7.512, 1.846, 1.782, 1.801
7647, 364.98, 11.77, -15.1, 25681, 7.512, 1.769, 1.769, 1.762
7648, 365.46, 11.77, -14.9, 25651, 7.512, 1.830, 1.853, 1.827
7649, 365.80, 11.75, -14.8, 25630, 7.538, 1.840, 1.859, 1.849
7650, 366.24, 11.75, -14.8, 25603, 7.512, 1.840, 1.853, 1.833
7651, 366.46, 11.77, -14.8, 25589, 7.512, 1.775, 1.795, 1.782
7652, 366.88, 11.77, -14.8, 25562, 7.512, 1.801, 1.798, 1.782
7653, 367.36, 11.75, -14.8, 25532, 7.512, 1.801, 1.801, 1.801
7654, 367.79, 11.75, -14.6, 25506, 7.512, 1.807, 1.795, 1.782
7655, 368.23, 11.75, -14.4, 25478, 7.512, 1.853, 1.795, 1.807
7656, 368.67, 11.75, -14.4, 25451, 7.512, 1.833, 1.795, 1.814
7657, 369.11, 11.75, -14.6, 25424, 7.512, 1.791, 1.885, 1.846
7658, 369.53, 11.75, -14.4, 25398, 7.512, 1.814, 1.885, 1.846
7659, 370.01, 11.75, -14.2, 25369, 7.512, 1.801, 1.885, 1.853
7660, 370.19, 11.75, -14.0, 25358, 7.512, 1.795, 1.769, 1.762
7661, 370.70, 11.75, -14.0, 25326, 7.512, 1.840, 1.859, 1.846
7662, 371.09, 11.74, -14.0, 25302, 7.512, 1.840, 1.853, 1.833
7663, 371.52, 11.74, -14.0, 25276, 7.512, 1.814, 1.853, 1.865
7664, 371.94, 11.74, -13.9, 25250, 7.512, 1.830, 1.833, 1.846
7665, 372.44, 11.74, -13.7, 25219, 7.512, 1.827, 1.833, 1.846
7666, 372.84, 11.74, -13.5, 25195, 7.512, 1.833, 1.833, 1.814
7667, 373.34, 11.74, -13.7, 25164, 7.512, 1.762, 1.840, 1.782
7668, 373.80, 11.74, -13.5, 25136, 7.512, 1.740, 1.846, 1.782
7669, 374.00, 11.74, -13.3, 25124, 7.512, 1.846, 1.795, 1.820
7670, 374.51, 11.74, -13.3, 25092, 7.512, 1.801, 1.782, 1.807
7671, 374.94, 11.74, -13.3, 25066, 7.512, 1.801, 1.885, 1.846
7672, 375.37, 11.72, -13.1, 25039, 7.512, 1.833, 1.843, 1.814
7673, 375.82, 11.72, -13.1, 25012, 7.512, 1.762, 1.807, 1.795
7674, 376.29, 11.72, -13.1, 24983, 7.512, 1.769, 1.814, 1.801
7675, 376.76, 11.72, -13.1, 24955, 7.512, 1.769, 1.820, 1.814
7676, 377.21, 11.72, -13.1, 24927, 7.512, 1.775, 1.811, 1.788
7677, 377.68, 11.72, -13.0, 24899, 7.512, 1.820, 1.801, 1.769
7678, 377.92, 11.72, -13.0, 24885, 7.512, 1.827, 1.878, 1.891
7679, 378.28, 11.72, -13.0, 24863, 7.512, 1.820, 1.853, 1.833
7680, 378.75, 11.70, -12.8, 24834, 7.512, 1.872, 1.791, 1.820
7681, 379.34, 11.66, -12.6, 24799, 7.512, 1.762, 1.814, 1.795
7682, 379.52, 11.70, -12.4, 24788, 7.512, 1.795, 1.814, 1.775
7683, 379.96, 11.72, -12.4, 24761, 7.512, 1.827, 1.859, 1.853
7684, 380.34, 11.70, -12.6, 24738, 7.512, 1.840, 1.853, 1.872
7685, 380.81, 11.72, -12.6, 24710, 7.512, 1.830, 1.843, 1.859
7686, 381.19, 11.70, -12.2, 24687, 7.512, 1.833, 1.840, 1.853
7687, 381.57, 11.70, -12.1, 24664, 7.512, 1.827, 1.833, 1.820
7688, 382.10, 11.70, -11.9, 24632, 7.512, 1.814, 1.878, 1.859
7689, 382.51, 11.70, -11.9, 24607, 7.512, 1.807, 1.878, 1.853
7690, 382.89, 11.70, -11.9, 24584, 7.512, 1.801, 1.878, 1.853
7691, 383.06, 11.70, -12.1, 24574, 7.512, 1.788, 1.762, 1.762
7692, 383.49, 11.70, -12.1, 24548, 7.512, 1.775, 1.775, 1.762
7693, 383.96, 11.70, -11.9, 24520, 7.512, 1.775, 1.775, 1.762
7694, 384.40, 11.72, -11.7, 24493, 7.512, 1.782, 1.778, 1.769
7695, 384.77, 11.72, -11.5, 24471, 7.512, 1.795, 1.788, 1.775
7696, 385.30, 11.70, -11.3, 24440, 7.512, 1.788, 1.807, 1.762
7697, 385.70, 11.70, -11.3, 24416, 7.512, 1.801, 1.801, 1.769
7698, 386.21, 11.70, -11.3, 24386, 7.512, 1.778, 1.788, 1.778
7699, 386.64, 11.70, -11.3, 24361, 7.512, 1.807, 1.795, 1.756
7700, 386.85, 11.70, -11.2, 24348, 7.512, 1.788, 1.853, 1.840
7701, 387.28, 11.70, -10.8, 24323, 7.512, 1.814, 1.843, 1.846
7702, 387.73, 11.70, -10.8, 24296, 7.512, 1.756, 1.846, 1.769
7703, 388.09, 11.70, -10.8, 24275, 7.499, 1.724, 1.846, 1.814
7704, 388.49, 11.70, -10.8, 24251, 7.499, 1.749, 1.853, 1.811
7705, 388.93, 11.70, -10.8, 24225, 7.512, 1.827, 1.885, 1.859
7706, 389.34, 11.70, -10.6, 24200, 7.512, 1.814, 1.885, 1.856
7707, 389.72, 11.70, -10.3, 24178, 7.499, 1.804, 1.885, 1.853
7708, 390.23, 11.72, -10.1, 24148, 7.512, 1.814, 1.885, 1.853
7709, 390.39, 11.70, -10.1, 24138, 7.499, 1.785, 1.762, 1.759
7710, 390.88, 11.70, -9.9, 24109, 7.512, 1.795, 1.782, 1.775
7711, 391.33, 11.70, -10.1, 24082, 7.512, 1.801, 1.785, 1.788
7712, 391.79, 11.70, -9.9, 24055, 7.512, 1.807, 1.795, 1.788
7713, 392.20, 11.70, -9.7, 24031, 7.512, 1.795, 1.807, 1.788
7714, 392.64, 11.70, -9.7, 24005, 7.512, 1.801, 1.801, 1.782
7715, 393.12, 11.70, -9.7, 23977, 7.512, 1.775, 1.795, 1.749
7716, 393.61, 11.70, -9.5, 23948, 7.512, 1.801, 1.795, 1.762
7717, 394.05, 11.70, -9.5, 23922, 7.512, 1.804, 1.788, 1.762
7718, 394.36, 11.70, -9.5, 23904, 7.499, 1.795, 1.859, 1.878
7719, 394.80, 11.70, -9.5, 23879, 7.512, 1.827, 1.849, 1.862
7720, 395.18, 11.70, -9.4, 23856, 7.499, 1.820, 1.833, 1.846
7721, 395.69, 11.70, -9.4, 23827, 7.512, 1.814, 1.878, 1.853
7722, 396.16, 11.70, -9.4, 23799, 7.512, 1.807, 1.878, 1.853
7723, 396.58, 11.70, -9.4, 23775, 7.512, 1.801, 1.878, 1.853
7724, 396.97, 11.70, -9.2, 23752, 7.499, 1.814, 1.878, 1.853
7725, 397.36, 11.72, -9.2, 23729, 7.512, 1.807, 1.878, 1.853
7726, 397.88, 11.72, -9.2, 23699, 7.512, 1.807, 1.878, 1.853
7727, 398.09, 11.72, -9.4, 23687, 7.512, 1.795, 1.769, 1.762
7728, 398.55, 11.72, -9.2, 23660, 7.512, 1.762, 1.769, 1.762
7729, 399.00, 11.72, -9.0, 23634, 7.512, 1.795, 1.782, 1.775
7730, 399.44, 11.70, -8.8, 23608, 7.512, 1.801, 1.801, 1.788
7731, 399.83, 11.72, -9.0, 23585, 7.512, 1.782, 1.795, 1.769
7732, 400.28, 11.72, -9.0, 23559, 7.512, 1.785, 1.801, 1.782
7733, 400.65, 11.72, -8.8, 23537, 7.512, 1.788, 1.801, 1.801
7734, 401.08, 11.72, -8.8, 23512, 7.512, 1.801, 1.788, 1.769
7735, 401.61, 11.72, -8.6, 23482, 7.512, 1.807, 1.785, 1.769
7736, 401.75, 11.72, -8.6, 23474, 7.512, 1.746, 1.846, 1.807
7737, 402.22, 11.72, -8.5, 23447, 7.499, 1.749, 1.846, 1.801
7738, 402.59, 11.72, -8.1, 23425, 7.499, 1.824, 1.885, 1.859
7739, 403.13, 11.72, -8.1, 23394, 7.512, 1.820, 1.888, 1.859
7740, 403.51, 11.72, -8.1, 23373, 7.499, 1.798, 1.878, 1.853
7741, 403.94, 11.72, -8.1, 23348, 7.512, 1.807, 1.885, 1.853
7742, 404.45, 11.72, -8.1, 23319, 7.499, 1.801, 1.878, 1.853
7743, 404.85, 11.72, -8.1, 23296, 7.499, 1.807, 1.878, 1.853
7744, 405.28, 11.72, -7.7, 23271, 7.512, 1.785, 1.769, 1.762
7745, 405.60, 11.72, -7.7, 23253, 7.512, 1.807, 1.891, 1.859
7746, 405.99, 11.72, -7.7, 23230, 7.512, 1.756, 1.801, 1.791
7747, 406.51, 11.72, -7.7, 23201, 7.512, 1.759, 1.807, 1.788
7748, 406.99, 11.74, -7.6, 23173, 7.499, 1.769, 1.817, 1.791
7749, 407.45, 11.74, -7.7, 23147, 7.512, 1.762, 1.820, 1.795
7750, 407.85, 11.74, -7.6, 23124, 7.512, 1.769, 1.820, 1.788
7751, 408.02, 11.74, -7.6, 23114, 7.499, 1.811, 1.814, 1.788
7752, 408.51, 11.74, -7.4, 23086, 7.512, 1.833, 1.865, 1.759
7753, 408.91, 11.74, -7.4, 23063, 7.512, 1.833, 1.859, 1.849
7754, 409.36, 11.74, -7.4, 23037, 7.499, 1.843, 1.846, 1.836
7755, 409.78, 11.74, -7.6, 23013, 7.512, 1.853, 1.788, 1.827
7756, 410.22, 11.74, -7.6, 22988, 7.499, 1.836, 1.795, 1.865
7757, 410.64, 11.74, -7.2, 22964, 7.499, 1.814, 1.782, 1.788
7758, 411.09, 11.74, -7.2, 22939, 7.512, 1.827, 1.782, 1.795
7759, 411.49, 11.74, -7.0, 22917, 7.499, 1.833, 1.775, 1.782
7760, 411.65, 11.75, -7.2, 22908, 7.512, 1.788, 1.875, 1.833
7761, 412.22, 11.75, -7.0, 22875, 7.512, 1.788, 1.872, 1.840
7762, 412.59, 11.75, -7.0, 22855, 7.512, 1.782, 1.872, 1.840
7763, 412.99, 11.75, -6.8, 22832, 7.512, 1.762, 1.795, 1.782
7764, 413.46, 11.75, -6.8, 22806, 7.512, 1.756, 1.801, 1.795
7765, 413.84, 11.75, -6.7, 22784, 7.499, 1.782, 1.817, 1.811
7766, 414.30, 11.77, -6.7, 22758, 7.499, 1.775, 1.820, 1.820
7767, 414.73, 11.75, -6.7, 22734, 7.499, 1.769, 1.814, 1.795
7768, 415.16, 11.77, -6.7, 22710, 7.512, 1.772, 1.827, 1.824
7769, 415.44, 11.77, -6.5, 22694, 7.499, 1.820, 1.820, 1.817
7770, 415.85, 11.77, -6.3, 22671, 7.512, 1.807, 1.807, 1.795
7771, 416.30, 11.79, -6.1, 22646, 7.512, 1.798, 1.807, 1.807
7772, 416.73, 11.77, -6.3, 22622, 7.499, 1.853, 1.801, 1.746
7773, 417.13, 11.77, -6.3, 22599, 7.512, 1.833, 1.795, 1.801
7774, 417.62, 11.79, -6.3, 22571, 7.512, 1.843, 1.795, 1.801
7775, 417.94, 11.79, -5.9, 22553, 7.512, 1.833, 1.788, 1.801
