Time, Pressure, T_Int F, T_Ext F, Altitude f, Vin, AD0, AD1, AD2, UTC, Lat, N/S, Lon, E/W, Speed mph, Heading, GPS Altitude f, Valid
10107,12.79,23.8,18.9,96649,7.012,1.952,2.085,2.03,160424,3509.2966, N,7836.4175, W,17.806,75.89,94011,1
10108,12.78,23.8,19.3,96667,7.012,1.927,2.023,1.981,160425,3509.2974, N,7836.4122, W,18.782,81.98,94024,1
10109,12.77,23.81,19.3,96685,7.038,1.904,2.039,1.988,160426,3509.2981, N,7836.4069, W,18.016,80.53,94037,1
10110,12.75,23.81,19.4,96720,7.038,1.904,2.039,1.988,160427,3509.299, N,7836.402, W,16.646,73.71,94050,1
10111,12.75,23.81,19.4,96720,7.012,1.933,2.039,2.01,160428,3509.3003, N,7836.3974, W,16.1,67.25,94067,1
10112,12.74,23.8,19.8,96738,7.038,1.962,2.072,2.078,160429,3509.3019, N,7836.3932, W,16.046,65.3,94083,1
10113,12.71,23.8,19.8,96791,7.038,1.93,2.014,1.991,160430,3509.3036, N,7836.389, W,15.57,61.61,94099,1
10114,12.71,23.83,20,96791,6.999,1.969,2.088,2.046,160431,3509.3055, N,7836.3854, W,14.542,56.05,94113,1
10115,12.69,23.83,20.2,96827,7.038,1.988,2.088,2.065,160432,3509.3077, N,7836.3824, W,12.96,46.69,94129,1
10116,12.69,23.83,20.2,96827,7.025,1.894,2.049,2.001,160433,3509.3099, N,7836.3801, W,11.342,41.99,94142,1
10117,12.69,23.85,20,96827,7.038,1.975,2.052,2.033,160434,3509.3118, N,7836.378, W,10.44,45.62,94155,1
10118,12.69,23.85,19.4,96827,7.012,1.898,2.027,1.975,160435,3509.3133, N,7836.3754, W,10.934,55.27,94172,1
10119,12.67,23.85,19.3,96862,7.038,1.962,2.104,2.059,160436,3509.3145, N,7836.3724, W,11.838,63.13,94185,1
10120,12.65,23.85,18.9,96898,7.038,1.975,2.065,2.043,160437,3509.3156, N,7836.3692, W,11.85,67.02,94201,1
10121,12.65,23.87,18.7,96898,7.038,1.93,2.023,1.991,160438,3509.3164, N,7836.3659, W,12.078,74.26,94218,1
10122,12.64,23.87,18.5,96915,6.999,1.943,2.094,2.033,160439,3509.3167, N,7836.362, W,14.624,87.26,94231,1
10123,12.63,23.87,18.4,96933,7.038,1.92,2.001,1.988,160440,3509.3164, N,7836.3574, W,17.68,96.57,94244,1
10124,12.61,23.87,18.4,96969,7.012,1.946,2.085,2.039,160441,3509.3161, N,7836.3522, W,17.758,93.21,94260,1
10125,12.6,23.89,18.2,96986,7.025,1.943,2.081,2.036,160442,3509.3161, N,7836.3475, W,15.302,85.46,94277,1
10126,12.59,23.89,18.2,97004,7.038,1.911,2.052,1.998,160443,3509.3166, N,7836.3433, W,13.58,81.49,94293,1
10127,12.59,23.9,18.2,97004,7.012,1.904,2.046,1.998,160444,3509.3173, N,7836.3394, W,13.778,79.87,94309,1
10128,12.57,23.89,18.2,97040,7.038,1.988,2.078,2.03,160445,3509.3179, N,7836.3353, W,14.664,78.91,94326,1
10129,12.56,23.9,18,97057,7.012,1.917,2.036,2.027,160446,3509.3189, N,7836.3312, W,14.898,73.25,94339,1
10130,12.56,23.9,17.8,97057,7.038,1.988,2.065,2.052,160447,3509.3205, N,7836.3273, W,14.918,64.66,94352,1
10131,12.55,23.92,17.5,97075,7.012,1.933,2.033,1.998,160448,3509.3224, N,7836.3236, W,14.64,60.51,94365,1
10132,12.53,23.9,17.1,97110,7.038,1.923,2.046,2.007,160449,3509.324, N,7836.3198, W,14.338,69.78,94382,1
10133,12.53,23.92,16.6,97110,7.038,1.936,2.097,2.02,160450,3509.3249, N,7836.3156, W,14.904,79.51,94398,1
10134,12.51,23.92,16.2,97146,7.038,1.943,2.039,2.007,160451,3509.3254, N,7836.311, W,16.326,83.44,94418,1
10135,12.5,23.94,16,97164,6.999,1.943,2.085,2.036,160452,3509.3258, N,7836.3061, W,17.018,86.56,94431,1
10136,12.5,23.94,15.7,97164,7.025,1.949,2.081,2.027,160453,3509.3258, N,7836.301, W,17.904,92.59,94447,1
10137,12.49,23.94,15.7,97181,7.038,1.94,2.02,2.02,160454,3509.3253, N,7836.2957, W,17.54,97.05,94460,1
10138,12.47,23.94,15.3,97217,7.038,1.962,2.091,2.033,160455,3509.3249, N,7836.2907, W,16.232,95.71,94473,1
10139,12.46,23.96,15.3,97235,7.012,1.962,2.075,2.03,160456,3509.3246, N,7836.286, W,15.464,91.52,94490,1
10140,12.45,23.96,15.1,97252,7.038,1.962,2.072,2.033,160457,3509.3246, N,7836.2814, W,15.202,87.41,94506,1
10141,12.45,23.96,15.1,97252,7.038,1.907,2.033,1.981,160458,3509.325, N,7836.277, W,14.73,80.41,94519,1
10142,12.44,23.98,14.9,97270,7.038,1.952,2.072,2.039,160459,3509.3259, N,7836.273, W,13.786,72.96,94519,1
10143,12.43,23.98,14.9,97288,7.012,1.917,2.036,2.004,160500,3509.3275, N,7836.2694, W,13.696,61.35,94549,1
10144,12.42,23.98,14.8,97305,7.038,1.911,2.039,1.994,160501,3509.3293, N,7836.2662, W,13.134,57.85,94562,1
10145,12.4,23.98,14.4,97341,7.012,1.959,2.091,2.039,160502,3509.3308, N,7836.2629, W,13.046,62.48,94562,1
10146,12.4,23.99,14,97341,7.038,1.952,2.078,2.033,160503,3509.332, N,7836.2592, W,13.566,71.23,94578,1
10147,12.4,23.99,13.7,97341,7.012,1.949,2.068,2.052,160504,3509.3327, N,7836.2554, W,13.678,76.52,94592,1
10148,12.37,23.99,13.5,97394,7.025,1.943,2.059,2.027,160505,3509.3333, N,7836.2515, W,13.088,80.06,94624,1
10149,12.37,23.99,13.1,97394,7.038,1.969,2.078,2.039,160506,3509.3334, N,7836.2477, W,13.228,89.26,94624,1
10150,12.36,24.01,13,97412,7.038,1.936,2.065,2.027,160507,3509.333, N,7836.2437, W,14.446,99.36,94637,1
10151,12.35,24.01,13,97430,7.012,1.917,2.033,1.988,160508,3509.3323, N,7836.2394, W,15.156,101.67,94654,1
10152,12.36,24.03,12.8,97412,7.038,1.914,2.02,1.981,160509,3509.3317, N,7836.2352, W,14.112,97.05,94667,1
10153,12.34,24.01,12.6,97447,7.025,1.911,2.059,2.039,160510,3509.3317, N,7836.2314, W,12.078,89.69,94680,1
10154,12.33,24.03,12.8,97465,7.038,1.923,2.052,2.027,160511,3509.332, N,7836.2282, W,10.354,84.34,94697,1
10155,12.32,24.03,13,97483,6.999,1.965,2.11,2.052,160512,3509.3325, N,7836.2253, W,9.766,79.14,94713,1
10156,12.31,24.05,13,97500,7.038,1.975,2.101,2.039,160513,3509.3333, N,7836.2224, W,10.548,71.97,94726,1
10157,12.29,24.03,13.1,97536,7.038,1.969,2.11,2.046,160514,3509.3344, N,7836.2194, W,11.942,66.65,94739,1
10158,12.29,24.05,13.5,97536,7.038,1.94,2.078,2.033,160515,3509.3356, N,7836.2162, W,12.352,66.47,94752,1
10159,12.3,24.07,13.7,97518,7.012,1.911,2.007,1.988,160516,3509.3367, N,7836.213, W,11.214,69.57,94765,1
10160,12.27,24.07,13.9,97571,7.038,1.923,2.007,1.994,160517,3509.3374, N,7836.2101, W,9.596,74.04,94779,1
10161,12.27,24.05,14.2,97571,7.038,1.933,2.023,1.994,160518,3509.3378, N,7836.2074, W,8.874,78.11,94795,1
10162,12.26,24.07,14.4,97589,7.038,1.923,2.039,2.001,160519,3509.3381, N,7836.2047, W,9.56,81.67,94808,1
10163,12.25,24.08,14.8,97607,7.038,1.904,2.027,1.962,160520,3509.3384, N,7836.2018, W,10.814,85.44,94824,1
10164,12.24,24.08,14.9,97625,7.012,1.901,2.027,1.981,160521,3509.3383, N,7836.1985, W,11.908,93.08,94841,1
10165,12.23,24.07,15.3,97642,7.038,1.923,2.072,2.001,160522,3509.3377, N,7836.1951, W,12.048,103.88,94857,1
10166,12.22,24.08,15.3,97660,7.038,1.917,2.033,2.007,160523,3509.3367, N,7836.1919, W,12.07,112.4,94870,1
10167,12.22,24.1,15.3,97660,7.038,1.975,2.097,2.059,160524,3509.3355, N,7836.1888, W,11.206,113.02,94884,1
10168,12.21,24.1,15.3,97678,7.012,1.975,2.088,2.052,160525,3509.3347, N,7836.1858, W,10.694,106.23,94900,1
10169,12.2,24.1,15.3,97696,7.025,1.917,2.033,2.001,160526,3509.3344, N,7836.1827, W,11.056,96.73,94913,1
10170,12.19,24.1,15.3,97713,7.038,1.975,2.088,2.052,160527,3509.3344, N,7836.1796, W,10.856,90.26,94929,1
10171,12.18,24.12,15.5,97731,7.038,1.972,2.085,2.046,160528,3509.3347, N,7836.1767, W,9.73,82.28,94946,1
10172,12.17,24.12,15.7,97749,7.038,1.907,2.014,2.001,160529,3509.3356, N,7836.174, W,10.126,66.64,94962,1
10173,12.16,24.1,15.8,97766,7.038,1.975,2.097,2.059,160530,3509.3371, N,7836.1716, W,11.342,52.51,94979,1
10174,12.16,24.12,16.2,97766,7.038,1.933,2.039,2.007,160531,3509.339, N,7836.1692, W,11.624,49.1,94992,1
10175,12.15,24.14,16.4,97784,7.025,1.93,2.02,2.001,160532,3509.3405, N,7836.1665, W,10.704,57.9,95005,1
10176,12.14,24.14,16.7,97802,7.012,1.962,2.085,2.059,160533,3509.3413, N,7836.1638, W,9.616,70.22,95018,1
10177,12.12,24.1,17.1,97837,7.038,1.943,2.059,2.036,160534,3509.3417, N,7836.1612, W,8.574,76.16,95031,1
10178,12.12,24.14,17.5,97837,7.038,1.978,2.11,2.059,160535,3509.342, N,7836.159, W,6.902,78.54,95048,1
10179,12.1,24.16,17.6,97873,7.012,1.969,2.097,2.046,160536,3509.342, N,7836.1571, W,6.11,92.49,95064,1
10180,12.1,24.16,17.8,97873,7.012,1.969,2.094,2.039,160537,3509.3412, N,7836.1553, W,7.848,119.65,95077,1
10181,12.1,24.16,17.6,97873,7.038,1.911,2.014,1.994,160537,3509.3412, N,7836.1553, W,7.848,119.65,95090,1
10182,12.09,24.16,17.6,97891,7.038,1.969,2.11,2.052,160539,3509.3386, N,7836.1513, W,8.552,122.57,95103,1
10183,12.08,24.17,17.5,97908,7.012,1.959,2.085,2.039,160540,3509.338, N,7836.1493, W,6.662,113.86,95120,1
10184,12.06,24.17,17.5,97944,7.038,1.956,2.085,2.033,160541,3509.3382, N,7836.1476, W,5.32,96.52,95133,1
10185,12.06,24.17,17.5,97944,7.025,1.917,2.02,2.001,160541,3509.3382, N,7836.1476, W,5.32,96.52,95149,1
10186,12.04,24.17,17.1,97979,7.038,1.969,2.088,2.046,160543,3509.3391, N,7836.1448, W,5.748,78.34,95162,1
10187,12.04,24.19,16.9,97979,7.012,1.943,2.081,2.046,160544,3509.3396, N,7836.1429, W,8.178,70.94,95179,1
10188,12.02,24.19,16.7,98015,7.038,1.93,2.039,2.014,160545,3509.3407, N,7836.1406, W,10.506,62.12,95192,1
10189,12.02,24.19,16.7,98015,7.038,1.988,2.11,2.059,160545,3509.3407, N,7836.1406, W,10.506,62.12,95205,1
10190,12.02,24.19,16.7,98015,7.038,1.936,2.052,2.02,160546,3509.3423, N,7836.138, W,11.036,54.22,95215,1
10191,12,24.21,16.7,98050,6.999,1.933,2.043,2.014,160548,3509.3453, N,7836.1338, W,7.808,53.31,95228,1
10192,11.99,24.21,16.6,98068,7.038,1.853,2.075,2.007,160549,3509.3462, N,7836.1318, W,7.868,63.39,95244,1
10193,11.98,24.23,16.2,98086,7.025,1.93,2.02,2.007,160549,3509.3462, N,7836.1318, W,7.868,63.39,95261,1
10194,11.97,24.21,16,98103,7.038,1.917,2.056,2.027,160550,3509.3468, N,7836.1295, W,8.736,71.02,95277,1
10195,11.97,24.23,15.8,98103,7.012,1.975,2.107,2.02,160551,3509.3472, N,7836.127, W,8.96,78.8,95290,1
10196,11.96,24.23,15.7,98121,7.038,1.952,2.104,2.039,160552,3509.3473, N,7836.1246, W,7.87,87.79,95303,1
10197,11.95,24.25,15.7,98139,7.038,1.923,2.027,2.007,160553,3509.3472, N,7836.1225, W,7.194,93.96,95317,1
10198,11.95,24.25,15.7,98139,7.038,1.952,2.107,2.027,160554,3509.3471, N,7836.1204, W,7.18,90.44,95330,1
10199,11.94,24.25,15.7,98157,7.038,1.956,2.101,2.027,160555,3509.3475, N,7836.1181, W,8.978,78.58,95343,1
10200,11.93,24.26,15.7,98174,7.038,1.94,2.014,2.033,160556,3509.3484, N,7836.1154, W,10.766,70.02,95359,1
10201,11.91,24.26,15.5,98210,7.038,1.962,2.094,2.046,160557,3509.3495, N,7836.1123, W,11.378,67.27,95376,1
10202,11.91,24.26,15.3,98210,7.038,1.959,2.104,2.03,160558,3509.3507, N,7836.1093, W,11.464,62.54,95389,1
10203,11.89,24.28,15.3,98245,7.025,1.936,2.014,2.014,160559,3509.3526, N,7836.1066, W,12.488,50.54,95405,1
10204,11.89,24.28,14.9,98245,7.038,1.933,2.014,2.007,160600,3509.3552, N,7836.1041, W,14.968,36.29,95415,1
10205,11.88,24.28,14.6,98263,7.038,1.959,2.097,2.046,160601,3509.3583, N,7836.1017, W,15.386,33.21,95428,1
10206,11.88,24.28,14,98263,7.038,1.927,2.027,2.007,160602,3509.3611, N,7836.0992, W,13.91,37.29,95441,1
10207,11.87,24.3,13.9,98281,7.068,1.904,2.014,2.001,160603,3509.3634, N,7836.0966, W,11.894,42.57,95458,1
10208,11.87,24.3,13.5,98281,7.025,1.904,2.033,1.994,160604,3509.3653, N,7836.0943, W,10.398,43.65,95474,1
10209,11.85,24.3,13.5,98316,7.038,1.975,2.081,2.039,160605,3509.3671, N,7836.0924, W,9.238,41.83,95490,1
10210,11.84,24.3,13.5,98334,7.038,1.94,2.033,1.994,160606,3509.3686, N,7836.0907, W,7.24,43.26,95504,1
10211,11.84,24.32,13.7,98334,7.038,1.904,2.039,1.998,160607,3509.3696, N,7836.0891, W,6.046,53.06,95517,1
10212,11.83,24.32,14,98352,7.012,1.911,2.036,1.998,160608,3509.3702, N,7836.0874, W,6.9,63.55,95530,1
10213,11.82,24.34,14.4,98369,7.025,1.943,2.072,2.007,160609,3509.371, N,7836.0853, W,8.69,60.91,95546,1
10214,11.81,24.34,14.6,98387,7.055,1.933,2.043,2.007,160610,3509.3724, N,7836.083, W,10.69,53.88,95563,1
10215,11.8,24.34,14.8,98405,7.055,1.994,2.104,2.078,160611,3509.3742, N,7836.0805, W,11.606,49.15,95579,1
10216,11.79,24.34,14.8,98422,7.012,1.988,2.094,2.072,160612,3509.376, N,7836.0778, W,12.188,52.37,95595,1
10217,11.78,24.35,14.9,98440,7.025,1.923,2.043,2.007,160613,3509.3776, N,7836.0746, W,13.234,59.31,95609,1
10218,11.77,24.35,14.9,98458,7.038,1.969,2.11,2.059,160614,3509.3791, N,7836.0709, W,15.088,64.23,95625,1
10219,11.78,24.35,14.9,98440,7.025,1.988,2.104,2.075,160615,3509.3808, N,7836.0669, W,16.02,60.42,95638,1
10220,11.76,24.35,15.1,98476,7.012,1.923,2.027,1.994,160616,3509.3829, N,7836.0629, W,16.174,54.64,95651,1
10221,11.77,24.37,15.3,98458,7.038,1.949,2.097,2.014,160617,3509.3851, N,7836.0592, W,14.662,52.33,95664,1
10222,11.75,24.37,15.7,98493,7.038,1.936,2.007,2.01,160618,3509.387, N,7836.0559, W,13.298,55.88,95681,1
10223,11.73,24.37,15.8,98529,7.038,1.93,2.033,2.014,160619,3509.3886, N,7836.0527, W,12.246,60.04,95697,1
10224,11.73,24.39,16,98529,7.012,1.949,2.078,2.072,160620,3509.3897, N,7836.0496, W,11.486,66.37,95710,1
10225,11.73,24.39,16.2,98529,7.038,1.92,2.014,2.049,160621,3509.3905, N,7836.0466, W,10.096,70.54,95727,1
10226,11.71,24.39,16.2,98564,7.038,1.946,2.02,2.02,160622,3509.391, N,7836.044, W,8.178,75.19,95743,1
10227,11.7,24.39,16.2,98582,7.038,1.962,2.11,2.052,160623,3509.3912, N,7836.0418, W,7.124,82.01,95756,1
10228,11.7,24.41,16.2,98582,7.012,1.959,2.101,2.046,160624,3509.3913, N,7836.0397, W,7.288,86.41,95769,1
10229,11.69,24.41,16,98600,7.038,1.917,2.043,2.004,160625,3509.3914, N,7836.0373, W,8.808,85.31,95786,1
10230,11.68,24.41,16,98618,7.055,1.917,2.043,2.001,160626,3509.3917, N,7836.0346, W,10.11,83.1,95802,1
10231,11.66,24.41,16,98653,7.068,1.975,2.11,2.046,160627,3509.392, N,7836.0316, W,10.478,82.49,95819,1
10232,11.65,24.43,16,98671,7.025,1.975,2.097,2.059,160628,3509.3922, N,7836.0285, W,10.672,83.99,95832,1
10233,11.65,24.43,16.2,98671,7.038,1.927,2.046,2.007,160629,3509.3924, N,7836.0252, W,11.622,86.74,95848,1
10234,11.64,24.43,16.2,98688,7.038,2.001,2.12,2.059,160630,3509.3925, N,7836.0215, W,14.098,86.99,95864,1
10235,11.63,24.43,16.2,98706,7.038,1.994,2.088,2.036,160631,3509.3927, N,7836.017, W,16.782,85.3,95874,1
10236,11.64,24.44,16.6,98688,7.055,1.985,2.033,2.036,160632,3509.3931, N,7836.012, W,17.806,83.63,95887,1
10237,11.61,24.44,16.7,98742,7.038,1.991,2.107,2.065,160633,3509.3935, N,7836.0071, W,15.794,83.98,95897,1
10238,11.62,24.44,16.9,98724,7.055,1.985,2.11,2.059,160634,3509.3939, N,7836.003, W,12.81,84.84,95914,1
10239,11.6,24.43,17.1,98759,7.025,1.911,2.02,2.007,160635,3509.394, N,7835.9994, W,11.616,87.81,95927,1
10240,11.59,24.44,17.3,98777,7.038,1.946,2.094,2.052,160636,3509.3939, N,7835.996, W,11.806,90.7,95943,1
10241,11.59,24.39,17.5,98777,7.038,1.994,2.13,2.078,160637,3509.3938, N,7835.9927, W,10.598,90.75,95960,1
10242,11.57,24.44,17.5,98813,7.038,1.946,2.078,2.039,160638,3509.3939, N,7835.9901, W,7.102,90.26,95973,1
10243,11.58,24.46,17.1,98795,7.055,1.985,2.146,2.072,160639,3509.3938, N,7835.9884, W,4.442,92.99,95986,1
10244,11.56,24.48,16.9,98830,7.025,1.975,2.13,2.056,160640,3509.3937, N,7835.9871, W,4.642,97.05,95999,1
10245,11.55,24.48,16.6,98848,7.055,1.981,2.123,2.059,160641,3509.3935, N,7835.9855, W,6.68,97.81,96015,1
10246,11.53,24.5,16.4,98883,7.038,1.975,2.104,2.062,160642,3509.3933, N,7835.9832, W,9.002,95.45,96032,1
10247,11.52,24.48,16.2,98901,7.055,1.911,2.007,1.994,160643,3509.3932, N,7835.9803, W,10.868,91.76,96045,1
10248,11.52,24.5,16.2,98901,7.055,1.994,2.123,2.065,160644,3509.3933, N,7835.9769, W,12.594,88.88,96061,1
10249,11.52,24.5,16.2,98901,7.055,1.994,2.097,2.052,160645,3509.3935, N,7835.973, W,14.548,86.83,96078,1
10250,11.51,24.52,16.2,98919,7.038,1.923,2.056,2.033,160646,3509.3937, N,7835.9687, W,15.212,87.63,96091,1
10251,11.5,24.52,16.2,98937,7.068,1.969,2.104,2.052,160647,3509.3938, N,7835.9645, W,13.816,88.37,96104,1
10252,11.49,24.52,16.2,98954,7.038,1.956,2.094,2.046,160648,3509.3939, N,7835.9609, W,11.072,89.9,96120,1
10253,11.47,24.53,16.2,98990,7.055,1.981,2.085,2.03,160649,3509.3938, N,7835.9579, W,9.572,93.2,96137,1
10254,11.46,24.53,16.2,99008,7.038,1.978,2.088,2.033,160650,3509.3936, N,7835.9551, W,9.518,96.05,96153,1
10255,11.46,24.53,16.2,99008,7.038,1.911,2.052,2.014,160651,3509.3933, N,7835.9524, W,9.82,98.22,96170,1
10256,11.44,24.53,16.2,99043,7.068,1.969,2.11,2.052,160652,3509.3929, N,7835.9498, W,8.78,102.74,96183,1
10257,11.45,24.55,16.2,99025,7.068,1.965,2.107,2.049,160653,3509.3922, N,7835.9476, W,7.62,112.84,96196,1
10258,11.44,24.55,16,99043,7.055,1.94,2.039,2.02,160654,3509.3913, N,7835.9458, W,6.774,120.89,96209,1
10259,11.43,24.57,16,99061,7.025,1.969,2.101,2.052,160655,3509.3904, N,7835.9441, W,7.548,118.58,96222,1
10260,11.42,24.55,15.8,99079,7.038,1.917,2.039,2.03,160656,3509.3897, N,7835.9417, W,9.472,109.57,96238,1
10261,11.41,24.57,15.8,99096,7.068,1.936,2.039,2.02,160657,3509.3892, N,7835.9388, W,11.296,102.91,96255,1
10262,11.4,24.57,15.7,99114,7.025,1.933,2.036,2.017,160658,3509.3887, N,7835.9354, W,11.852,101.35,96271,1
10263,11.38,24.59,15.7,99149,7.055,1.975,2.104,2.052,160659,3509.3882, N,7835.9319, W,12.44,99.75,96288,1
10264,11.37,24.59,15.1,99167,7.055,1.981,2.104,2.059,160700,3509.3878, N,7835.9282, W,12.314,98.19,96288,1
10265,11.4,24.59,14.4,99114,7.038,1.936,2.043,2.036,160701,3509.3875, N,7835.9246, W,12.824,93.57,96258,1
10266,11.43,24.61,13.7,99061,7.055,1.923,2.03,1.988,160702,3509.3874, N,7835.9208, W,13.388,90.24,96193,1
10267,11.47,24.61,12.6,98990,7.055,1.952,2.091,2.046,160703,3509.3873, N,7835.9169, W,13.056,87.51,96107,1
10268,11.53,24.59,11.9,98883,7.025,2.007,2.11,2.059,160704,3509.3872, N,7835.9132, W,12.084,95.57,96002,1
10269,11.57,24.61,11,98813,7.068,1.943,2.052,2.023,160705,3509.3868, N,7835.9096, W,12.242,98.46,95878,1
10270,11.67,24.61,10.3,98635,7.038,1.985,2.11,2.049,160706,3509.3867, N,7835.9063, W,10.724,81.7,95740,1
10271,11.72,24.62,9.4,98547,7.055,1.943,2.059,2.033,160707,3509.3872, N,7835.9032, W,10.62,75.48,95589,1
10272,11.83,24.62,8.5,98352,7.038,1.943,2.052,1.962,160708,3509.3878, N,7835.8995, W,15.336,81.15,95431,1
10273,11.92,24.62,7.2,98192,7.055,1.917,2.039,2.001,160709,3509.3886, N,7835.8951, W,15.502,72.7,95271,1
10274,12.03,24.62,6.3,97997,7.055,1.917,2.036,2.007,160710,3509.3893, N,7835.8922, W,5.792,81.66,95103,1
10275,12.07,24.64,5,97926,7.055,1.94,2.072,2.059,160711,3509.389, N,7835.8908, W,5.55,126.44,94936,1
10276,12.21,24.62,4.1,97678,7.038,1.943,2.052,2.014,160712,3509.3876, N,7835.8898, W,9.088,156.59,94765,1
10277,12.35,24.64,3.1,97430,7.055,1.933,2.043,2.01,160713,3509.3851, N,7835.8886, W,13.898,158.83,94598,1
10278,12.48,24.64,1.8,97199,7.055,2.001,2.117,2.104,160714,3509.3815, N,7835.8875, W,16.188,171.72,94431,1
10279,12.53,24.66,0.5,97110,7.055,1.981,2.101,2.072,160715,3509.3781, N,7835.8856, W,15.256,139.56,94263,1
10280,12.64,24.64,-0.5,96915,7.055,1.988,2.101,2.027,160716,3509.3762, N,7835.8816, W,17.286,99.26,94093,1
10281,12.78,24.66,-1.6,96667,7.038,2.001,2.107,2.072,160717,3509.376, N,7835.8781, W,7.086,81.62,93922,1
10282,12.85,24.66,-2.7,96543,7.068,1.988,2.117,2.097,160718,3509.3755, N,7835.8764, W,7.238,136.43,93752,1
10283,12.98,24.68,-3.8,96313,7.038,1.943,2.036,2.02,160719,3509.3746, N,7835.8735, W,15.312,98.41,93581,1
10284,13.13,24.68,-4.9,96047,7.055,2.007,2.104,2.052,160720,3509.3754, N,7835.8689, W,18.02,59.97,93417,1
10285,13.27,24.68,-6.3,95798,7.038,1.962,2.101,2.059,160721,3509.3772, N,7835.8663, W,6.552,32.6,93243,1
10286,13.33,24.68,-7.6,95692,7.055,1.943,2.049,2.033,160722,3509.3774, N,7835.8636, W,14.512,101.24,93076,1
10287,13.46,24.7,-8.8,95461,7.055,1.904,2.049,2.02,160723,3509.3782, N,7835.86, W,14.09,49.76,92905,1
10288,13.58,24.68,-9.9,95249,7.068,1.917,2.046,2.01,160724,3509.38, N,7835.8587, W,6.406,344.18,92738,1
10289,13.72,24.7,-10.6,95000,7.068,1.943,2.039,2.004,160725,3509.3808, N,7835.859, W,1.36,151.97,92571,1
10290,13.79,24.7,-11.3,94903,7.055,1.994,2.123,2.088,160726,3509.3805, N,7835.8577, W,9.464,97.68,92407,1
10291,13.9,24.7,-11.9,94749,7.038,1.943,2.043,2.001,160727,3509.3814, N,7835.8555, W,10.358,29.04,92239,1
10292,14.04,24.71,-12.6,94554,7.068,1.936,2.049,2.007,160728,3509.3823, N,7835.8553, W,5.58,247.34,92075,1
10293,14.19,24.71,-13.3,94344,7.055,1.904,2.039,1.998,160729,3509.3811, N,7835.8553, W,8.498,148.94,91911,1
10294,14.27,24.71,-14.2,94232,7.068,1.965,2.104,2.072,160730,3509.3807, N,7835.8545, W,3.714,8.53,91747,1
10295,14.42,24.73,-15.3,94023,7.038,1.975,2.107,2.075,160731,3509.3808, N,7835.8557, W,9.732,248.43,91583,1
10296,14.54,24.73,-16.2,93855,7.055,2.001,2.11,2.078,160732,3509.3787, N,7835.8571, W,13.518,181.89,91422,1
10297,14.68,24.73,-17.1,93660,7.038,2.001,2.101,2.059,160733,3509.3764, N,7835.8566, W,6.81,143.16,91258,1
10298,14.78,24.73,-18,93520,7.038,1.959,2.065,2.043,160734,3509.375, N,7835.8568, W,8.178,218.77,91097,1
10299,14.89,24.75,-18.5,93366,7.068,1.904,2.059,1.994,160735,3509.3717, N,7835.8583, W,21.164,189.84,90937,1
10300,15.07,24.75,-19.3,93115,7.055,1.975,2.104,2.072,160736,3509.3676, N,7835.8586, W,12.276,169.82,90776,1
10301,15.09,24.73,-20.2,93087,7.038,1.962,2.072,2.027,160737,3509.3652, N,7835.8596, W,11.998,229.2,90615,1
10302,15.27,24.75,-20.7,92836,7.068,1.927,2.056,2.03,160738,3509.362, N,7835.8622, W,20.746,206.09,90458,1
10303,15.41,24.77,-21.4,92640,7.038,1.936,2.046,2.014,160739,3509.3579, N,7835.8631, W,16.644,168.11,90300,1
10304,15.56,24.77,-22.5,92431,7.068,1.936,2.065,2.039,160740,3509.3553, N,7835.863, W,5.95,206.41,90139,1
10305,15.63,24.73,-23.6,92333,7.055,1.959,2.072,2.001,160741,3509.3532, N,7835.865, W,16.352,222.15,89982,1
10306,15.76,24.77,-24.3,92151,7.068,1.917,2.075,2.059,160742,3509.3499, N,7835.8671, W,15.474,186.81,89825,1
10307,15.91,24.77,-24.8,91942,7.068,1.988,2.117,2.085,160743,3509.3475, N,7835.8668, W,5.282,141.3,89667,1
10308,16.03,24.79,-25.6,91774,7.025,2.01,2.12,2.072,160744,3509.3469, N,7835.8669, W,4.788,250.85,89513,1
10309,16.12,24.77,-26.1,91649,7.055,1.943,2.059,2.033,160745,3509.3451, N,7835.8686, W,14.462,203.16,89359,1
10310,16.28,24.79,-26.6,91425,7.055,1.962,2.065,2.02,160746,3509.3424, N,7835.8687, W,8.936,147.19,89204,1
10311,16.43,24.79,-27.2,91216,7.068,1.904,2.062,2.046,160747,3509.3419, N,7835.8683, W,4.232,332.51,89050,1
10312,16.5,24.79,-27.9,91118,7.055,1.975,2.059,2.001,160748,3509.3414, N,7835.8692, W,8.834,212.97,88899,1
10313,16.68,24.79,-28.4,90866,7.055,1.959,2.065,2.02,160749,3509.3397, N,7835.8686, W,11.134,128.73,88745,1
10314,16.84,24.8,-29.2,90643,7.068,1.917,2.049,2.023,160750,3509.3391, N,7835.8665, W,5.91,59.45,88591,1
10315,16.95,24.8,-29.7,90489,7.038,1.981,2.143,2.114,160751,3509.3393, N,7835.8667, W,6.568,257.58,88440,1
10316,17.05,24.8,-30.1,90350,7.038,1.998,2.11,2.059,160752,3509.338, N,7835.8672, W,10.568,163.15,88286,1
10317,17.19,24.8,-30.6,90154,7.055,1.988,2.101,2.078,160753,3509.3366, N,7835.8653, W,9.596,91.44,88135,1
